ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	RATLIFF_COGID	RATLIFF_TOKENS	TONE_CLASS	TONE_VALUE	CROSSIDS	NOTE
3104	EasternBaheng	BLACK	black			q u ŋ ³¹	BLACK	843	498			阳去.阳入	³¹	498	
3105	Jiongnai	BLACK	black			k l a ŋ ⁴⁴	BLACK	843	498	843	k l a ŋ ¹	阴平.*阴平	⁴⁴	498	
3106	Mien	BLACK	black			tɕ e ⁵⁵	BLACK	850	497	850	k j e ⁷/³	阴入	⁵⁵	497	
3107	KimMun	BLACK	black			k j a ³⁵	BLACK	850	500	850	k j a ⁷/³	阴平.阳平.阴入.阳入	³⁵	500	
3108	BiaoMin	BLACK	black			tɕ a ⁵³	BLACK	850	497	850	k j a ⁷/³	阴入.*阴上.*阳上	⁵³	497	
3109	ZaoMin	BLACK	black			tɕ a ⁴⁴	BLACK	850	497	850	k j ɛ ⁷/³	阴平.阳上.阴入.*阴平	⁴⁴	497	
252	WhiteHmong	RED	red			l i/j a ⁵⁵	RED	371	4580	371	l i/j a ¹	阴平	⁵⁵	4580	
3122	EasternLuobuohe	RED	red			t ə ⁰/² + ˀl e n ³¹	_RED red	371	4577 4578	371	ʔ l e n ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/² ³¹	6320 4578	
3123	WesternLuobuohe	RED	red			t ə ⁰/² + ˀl e n ³¹	RED _red	371	4577 4578	371	ʔ l e n ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	6320 4578	
3124	SouthernGuizhouChuanqiandian	RED	red			l æ n ³²	RED	371	4578	371	l æi n ¹ᵃ/¹	阴平	³²	4578	
3125	WesternXiangxi	RED	red			ⁿtɕʰ i ⁵³	RED	333	4576			*阴上.*阳上	⁵³	4576	
3126	NorthernQiandong	RED	red			ɕ o ⁵³	RED	333	4576			阳平.*阴上.*阳上	⁵³	4576	
3127	WesternBaheng	RED	red			t ai ⁴⁴	RED	333	4577			阳去	⁴⁴	6320	
3128	EasternBaheng	RED	red			t ai ³¹	RED	333	4577			阳去.阳入	³¹	6320	
3129	Jiongnai	RED	red			θ i ³⁵	RED	333	4579			阴去.*阴去.*阳去	³⁵	4579	
3130	Mien	RED	red			s i ⁵⁵	RED	333	4579	333	ɕ i ⁷/³	阴入	⁵⁵	4579	
3131	KimMun	RED	red			t i ¹¹	RED	333	4579	333	tθ i ⁷'/³	阴平.阳平.阴入.阳入	¹¹	4579	
3132	BiaoMin	RED	red			ɕ i ⁵³	RED	333	4576	333	ɕ i ⁷/³	阴入.*阴上.*阳上	⁵³	4576	
3133	ZaoMin	RED	red			s j a ⁴⁴	RED	333	4579	333	s j ɛ ⁷/³	阴平.阳上.阴入.*阴平	⁴⁴	4579	
253	WhiteHmong	YELLOW	yellow			d a ⁵³	YELLOW	794	6729	794	d a ²	阳平	⁵³	6729	
3134	EasternLuobuohe	YELLOW	yellow			t ə ⁰/² + ʁ w e n ³¹	_yellow YELLOW	794	6728 6727	794	ʁ w e n ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/² ³¹	120 6727	
3135	WesternLuobuohe	YELLOW	yellow			t ə ⁰/² + ʁ w e n ³¹	_yellow YELLOW	794	6728 6727	794	ʁ w e n ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	120 6727	
3136	SouthernGuizhouChuanqiandian	YELLOW	yellow			x w a ⁵³	YELLOW	794	6727	794	ʰw u/w a ²	阳平	⁵³	6727	
3137	WesternXiangxi	YELLOW	yellow			k w ei ³¹	YELLOW	794	6727	794	k w ei ²	阳平.*阳平	³¹	6727	
3138	NorthernQiandong	YELLOW	yellow			f a ŋ ⁵⁵	YELLOW	794	6727	794	f a ŋ ²	0	⁵⁵	6727	
3139	WesternBaheng	YELLOW	yellow			k w ai ³³	YELLOW	794	6727	794	k w ɛ ²	阳平	³³	6727	
3140	EasternBaheng	YELLOW	yellow			k w e ³³	YELLOW	794	6727	794	k w ɛ ²	阳平.*阳平	³³	6727	
3141	Jiongnai	YELLOW	yellow			k w e n ³³	YELLOW	794	6727	794	k w a n ²	阳平	³³	6727	
3142	Mien	YELLOW	yellow			wj/ɥ a ŋ ³¹	YELLOW	113	6727	113	w a ŋ ²	阳平	³¹	6727	
3143	KimMun	YELLOW	yellow			v a ŋ ³³	YELLOW	113	6727	113	v a ŋ ²	阴平.阳平.*阴平	³³	6727	
3144	BiaoMin	YELLOW	yellow			w a ŋ ³¹	YELLOW	113	6727	113	w a ŋ ²	阳平.*阳平	³¹	6727	
3145	ZaoMin	YELLOW	yellow			v j a ŋ ⁵³	YELLOW	113	6727	113	v j a ŋ ²	阳平.*阴去.*阳去	⁵³	6727	
254	WhiteHmong	TOUCH	to touch			k o ³⁴	TOUCH	148	6184	148	pʰ l ɯ ⁷/³	阴上	³⁴	6184	
4300	EasternLuobuohe	TOUCH	touch (stroke)			s ə ³¹ + ⁿb l əu ³¹	_touch TOUCH	148	6178 6177	148	pʰ l u ᶜ/³	阴平.阳平.*阳平 阴平.阳平.*阳平	³¹ ³¹	6178 6177	
4301	WesternLuobuohe	TOUCH	touch (stroke)			s e n ³¹ + ⁿb l əu ³¹	_touch TOUCH	148	6178 6177	148	pʰ l u ᶜ/³	阴平.阳平.阴入.阳入.*阳平 阴平.阳平.阴入.阳入.*阳平	³¹ ³¹	6178 6177	
4302	SouthernGuizhouChuanqiandian	TOUCH	touch (stroke)			s a ¹³	TOUCH	148	6181	148	p l ou ⁵ᵇ/⁵	阳去.阴入.*阴去.*阳去	¹³	6181	
4303	WesternXiangxi	TOUCH	touch (stroke)			ⁿtʰ ɯ ⁴⁴	TOUCH	479	6183	148	pʰ ʐ ə ⁵	阴上.阴入.*阴平	⁴⁴	6183	
4304	NorthernQiandong	TOUCH	touch (stroke)			sʰ e n ⁵³	TOUCH	148	6178	148	l̥ʰ ɛ ⁵	阳平.*阴上.*阳上	⁵³	6178	
4305	WesternBaheng	TOUCH	touch (stroke)			t j a ³³	TOUCH	149	6182			阳平	³³	6182	
4306	EasternBaheng	TOUCH	touch (stroke)			ⁿp a ¹¹	TOUCH	148	6177			阳上	¹¹	6177	
4307	Jiongnai	TOUCH	touch (stroke)			ⁿp l a ¹¹	TOUCH	148	6177			阳去	¹¹	6177	
4308	Mien	TOUCH	touch (stroke)			l o m ³³	TOUCH	149	6180	149	pʰ j u n ¹	阴平	³³	6180	
4309	KimMun	TOUCH	touch (stroke)			m o k ⁵⁵	TOUCH	149	6179			阴上.阳上.阴入.阳入	⁵⁵	6179	
4310	BiaoMin	TOUCH	touch (stroke)			m ɔ ⁵³	TOUCH	149	6176	149	pʰ l ə n ¹	阴入.*阴上.*阳上	⁵³	6176	
4311	ZaoMin	TOUCH	touch (stroke)			l u m ²⁴	TOUCH	148	6180			阴上.*阳平	²⁴	6180	
255	WhiteHmong	HARD	hard			t aɯ ³⁴	HARD	348	2956			阴上	³⁴	2956	
3290	EasternLuobuohe	HARD	hard			t ə ⁰/² + t o ⁵⁵	_hard HARD	348	2957 2956			轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	2957 2956	
3291	WesternLuobuohe	HARD	hard			t ə ⁰/² + ð e n ³⁵	_HARD hard	348	2956 2960			轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	2956 2960	
3292	SouthernGuizhouChuanqiandian	HARD	hard			k a ŋ ²³²	HARD	348	2955			阴上	²³²	2955	
3293	WesternXiangxi	HARD	hard			t a ⁴⁴	HARD	348	2956			阴上.阴入.*阴平	⁴⁴	2956	
3294	NorthernQiandong	HARD	hard			k ə ⁵³	HARD	348	2959			阳平.*阴上.*阳上	⁵³	2959	
3295	WesternBaheng	HARD	hard			t ei ¹¹	HARD	348	2956			阳上	¹¹	2956	
3296	EasternBaheng	HARD	hard			t e ³¹	HARD	348	2956			阳去.阳入	³¹	2956	
3297	Jiongnai	HARD	hard			t ei ⁵³	HARD	348	2956			阴上.*阴上.*阳上	⁵³	2956	
3298	Mien	HARD	hard			ȵ ɛ ŋ ²¹	HARD	723	2958	723	ȵ ɛ ŋ ⁶/¹³	阳去	²¹	2958	
3299	KimMun	HARD	hard			ŋ j a ŋ ⁴²	HARD	723	2958	723	ŋ j e ŋ ⁶/¹³	阴去.阳去.阴入.阳入	⁴²	2958	
3300	BiaoMin	HARD	hard			kʰ j ɛ n ³⁵	HARD	723	2955			阴上	³⁵	2955	
3301	ZaoMin	HARD	hard			ŋ a ŋ ⁴⁴	HARD	723	2958			阴平.阳上.阴入.*阴平	⁴⁴	2958	
256	WhiteHmong	SOFT	soft			m u/w a ³¹	SOFT	169	5350	169	m u/w a ⁶/¹³	阳平.阳上.阳去	³¹	5350	
3302	EasternLuobuohe	SOFT	soft			t ə ⁰/² + m j a ²⁴	_soft SOFT	169	5352 5350	169	m j a ᶜ/³	轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	120 5350	
3303	WesternLuobuohe	SOFT	soft			t ə ⁰/² + m̥ a ³⁵	_soft SOFT	169	5352 5350	169	m j a ᶜ/³	轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	120 5350	
3304	SouthernGuizhouChuanqiandian	SOFT	soft			n o ŋ ¹³	SOFT	169	5354	169	n o ŋ ⁶/¹³	阳去.阴入.*阴去.*阳去	¹³	5354	
3305	WesternXiangxi	SOFT	soft			n e ⁴²	SOFT	169	5354	169	n e ⁶/¹³	0	⁴²	5354	
3306	NorthernQiandong	SOFT	soft			m ɛ ¹³	SOFT	169	5350	169	m ɛ ⁶/¹³	阴入.*阴去.*阳去	¹³	5350	
3307	WesternBaheng	SOFT	soft			m ei ⁴⁴	SOFT	169	5350	169	m ɪ̃ ⁶/¹³	阳去	⁴⁴	5350	
3308	EasternBaheng	SOFT	soft			ⁿp ei ³⁵	SOFT	169	5351	169	m ɪ̃ ⁶/¹³	阴平.*阴去.*阴入.*阳入	³⁵	5351	
3309	Jiongnai	SOFT	soft			t ə ³³ + m o ³³	_soft SOFT	169	5352 5350	169	m ɔ ⁶/¹³	阳平 阳平	³³ ³³	120 5350	
3310	Mien	SOFT	soft			m au ³³	SOFT	169	5350	169	m w ei ⁶/¹³	阴平	³³	5350	
3311	KimMun	SOFT	soft			t o m ³³ + ŋ w ei ⁴²	_soft SOFT	169	5353 5354	169	ŋ w ei ⁶/¹³	阴平.阳平.*阴平 阴去.阳去.阴入.阳入	³³ ⁴²	5353 5354	
3312	BiaoMin	SOFT	soft			m i ⁴²	SOFT	169	5350	169	m i ⁶/¹³	阳上.阳去	⁴²	5350	
3313	ZaoMin	SOFT	soft			m ai ²²	SOFT	169	5350	169	m ai ⁶/¹³	阳去.阳入	²²	5350	
257	WhiteHmong	SHARP	sharp			ⁿtʃ e ³³	SHARP	467	4975	467	ʐ u/w a ⁶/¹³	阴去	³³	4975	
3207	EasternLuobuohe	SHARP	sharp			t ə ⁰/² + ⁿts ei ²⁴	_sharp SHARP	467	4976 4975	467	wj/ɥ a ᶜ/³	轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	4976 4975	
3208	WesternLuobuohe	SHARP	sharp			j æ ³⁵	SHARP	467	4978	467	wj/ɥ a ᶜ/³	阴去.阳去.*阴去.*阳去	³⁵	4978	
3209	SouthernGuizhouChuanqiandian	SHARP	sharp			ⁿts æ ⁵⁵	SHARP	553	4975	553	ⁿʈs æ ⁵ᵃ/⁵	阴去.*阴平	⁵⁵	4975	
3210	WesternXiangxi	SHARP	sharp			ʐ ɑ ⁴²	SHARP	467	4977	467	ʐ ɑ ⁶/¹³	0	⁴²	4977	
3211	NorthernQiandong	SHARP	sharp			ɣ a ¹³	SHARP	467	4977	467	ɣ a ⁶/¹³	阴入.*阴去.*阳去	¹³	4977	
3212	WesternBaheng	SHARP	sharp			ȵ o ⁵⁵	SHARP	467	4975			阴去	⁵⁵	4975	
3213	EasternBaheng	SHARP	sharp			ⁿtɕ o ⁵⁵	SHARP	553	4975			阴去.*阴平	⁵⁵	4975	
3214	Jiongnai	SHARP	sharp			ⁿk j a ¹¹	SHARP	467	4977	467	ⁿk j a ⁶/¹³	阳去	¹¹	4977	
3215	Mien	SHARP	sharp			l ai ²¹	SHARP	467	4974	467	g ai ⁶/¹³	阳去	²¹	4974	
3216	KimMun	SHARP	sharp			g j ai ⁴²	SHARP	467	4977	467	g j ai ⁶/¹³	阴去.阳去.阴入.阳入	⁴²	4977	
3217	BiaoMin	SHARP	sharp			l ai ⁴²	SHARP	467	4974	467	l ai ⁶/¹³	阳上.阳去	⁴²	4974	
3218	ZaoMin	SHARP	sharp			h e ²²	SHARP	467	4979	467	h ɛi ⁶/¹³	阳去.阳入	²²	4979	
258	WhiteHmong	HEAVY	heavy			ʰn j a ³⁴	HEAVY	355	3034	355	ʰȵ̥ a ³	阴上	³⁴	3034	
3171	EasternLuobuohe	HEAVY	heavy			ȵ u ŋ ⁵⁵	HEAVY	355	3034	355	ȵ̥ o ŋ ᴮ/²	阴上.阳上.*阴上.*阳上	⁵⁵	3034	
3172	WesternLuobuohe	HEAVY	heavy			ȵ̊ o ŋ ⁵⁵	HEAVY	355	3034	355	ȵ̥ o ŋ ᴮ/²	阴上.阳上.*阴平.*阴上.*阳上	⁵⁵	3034	
3173	SouthernGuizhouChuanqiandian	HEAVY	heavy			ȵ a ²³²	HEAVY	355	3034	355	ȵ a ³ᵇ/³	阴上	²³²	3034	
3174	WesternXiangxi	HEAVY	heavy			h e n ⁴⁴	HEAVY	355	3035	355	h ei ³	阴上.阴入.*阴平	⁴⁴	3035	
3175	NorthernQiandong	HEAVY	heavy			n̥ j o ŋ ³⁵	HEAVY	355	3034	355	ȵ̥ʰ o ŋ ³	阴上	³⁵	3034	
3176	WesternBaheng	HEAVY	heavy			ȵ̊ a ³¹	HEAVY	355	3034	355	ȵ̥ a ³	阴上	³¹	3034	
3177	EasternBaheng	HEAVY	heavy			ŋ a ³¹³	HEAVY	355	3034	355	ȵ̥ a ³	阴上.*阴上	³¹³	3034	
3178	Jiongnai	HEAVY	heavy			ŋ̊ j ei ⁵³	HEAVY	355	3034	355	ȵ̥ e ³	阴上.*阴上.*阳上	⁵³	3034	
3179	Mien	HEAVY	heavy			ȵ̊ e ⁵³	HEAVY	355	3034	355	ȵ̥ i ³	阴上	⁵³	3034	
3180	KimMun	HEAVY	heavy			ȵ i ⁵¹	HEAVY	355	3034	355	n i ³	阴上.阳上.*阴上.*阳上	⁵¹	3034	
3181	BiaoMin	HEAVY	heavy			ȵ̊ i ³⁵	HEAVY	355	3034	355	n̥ i ³	阴上	³⁵	3034	
3182	ZaoMin	HEAVY	heavy			n e ²⁴	HEAVY	355	3034	355	n ɛi ³	阴上.*阳平	²⁴	3034	
259	WhiteHmong	LIGHT (WEIGHT)	light(1)			ʂ i ⁵⁵	LIGHT	356	3475	356	ʂ i ¹	阴平	⁵⁵	3475	
3183	EasternLuobuohe	LIGHT (WEIGHT)	light (weight)			s e ³¹	LIGHT	356	3475	356	s e ᴬ/¹	阴平.阳平.*阳平	³¹	3475	
3184	WesternLuobuohe	LIGHT (WEIGHT)	light (weight)			s e ³¹	LIGHT	356	3475	356	s e ᴬ/¹	阴平.阳平.阴入.阳入.*阳平	³¹	3475	
3185	SouthernGuizhouChuanqiandian	LIGHT (WEIGHT)	light (weight)			s ei ²²	LIGHT	356	3475	356	s ei ¹ᵇ/¹	阴平	²²	3475	
3186	WesternXiangxi	LIGHT (WEIGHT)	light (weight)			ɕ a ³⁵	LIGHT	356	3475	356	ɕ a ¹	阴平	³⁵	3475	
3187	NorthernQiandong	LIGHT (WEIGHT)	light (weight)			fʰ a ³³	LIGHT	356	3478	356	fʰ a ¹	阴平.*阴平	³³	3478	
3188	WesternBaheng	LIGHT (WEIGHT)	light (weight)			f ai ³⁵	LIGHT	356	3479	356	f ɤ ¹	阴平	³⁵	3479	
3189	EasternBaheng	LIGHT (WEIGHT)	light (weight)			f ei ³⁵	LIGHT	356	3476	356	f ɤ ¹	阴平.*阴去.*阴入.*阳入	³⁵	3476	
3190	Jiongnai	LIGHT (WEIGHT)	light (weight)			ʍ ai ⁴⁴	LIGHT	356	3477	356	v̥ u/w ai ¹’/¹	阴平.*阴平	⁴⁴	3477	
3191	Mien	LIGHT (WEIGHT)	light (weight)			ɕ e ŋ ³³	LIGHT	356	3475	356	ɕ eu ¹	阴平	³³	3475	
3192	KimMun	LIGHT (WEIGHT)	light (weight)			s ɔ ¹¹	LIGHT	356	3475	356	s ɔu ¹’/¹	阴平.阳平.阴入.阳入	¹¹	3475	
3193	BiaoMin	LIGHT (WEIGHT)	light (weight)			ɕ a ³³	LIGHT	356	3475	356	h j au ¹	阴平.*阴平	³³	3475	
3194	ZaoMin	LIGHT (WEIGHT)	light (weight)			b eu ⁴⁴	LIGHT	356	3476			阴平.阳上.阴入.*阴平	⁴⁴	3476	
260	WhiteHmong	WET	wet			ⁿt u ⁵⁵	WET	251	6524	251	ⁿʈ u ¹	阴平	⁵⁵	6524	
3278	EasternLuobuohe	WET	wet			t ə ⁰/² + ⁿdz o ³³	WET _wet	251	6522 6523	251	ˀt a ŋ ᴬ/¹	轻声 阴入.阳入.*阴平	⁰/² ³³	120 6523	
3279	WesternLuobuohe	WET	wet			t ə ⁰/² + ⁿt ɑ ŋ ³¹	_wet WET	251	6522 6524	251	ˀt a ŋ ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	120 6524	
3280	SouthernGuizhouChuanqiandian	WET	wet			ⁿt o ŋ ³²	WET	251	6524	251	ⁿʈ o ŋ ¹ᵃ/¹	阴平	³²	6524	
3281	WesternXiangxi	WET	wet			ⁿt e ³⁵	WET	251	6522	251	ⁿʈ e ¹	阴平	³⁵	120	
3282	NorthernQiandong	WET	wet			ɕ u ³¹	WET	251	6523			阳入.*阳平	³¹	6523	
3283	WesternBaheng	WET	wet			w ei ⁴²	WET	251	6521	251	t ɔ̃ ⁴	阳入	⁴²	6521	
3284	EasternBaheng	WET	wet			ⁿk w e ⁵³	WET	251	6521	251	t ɔ̃ ⁴	阴入	⁵³	6521	
3285	Jiongnai	WET	wet			ⁿt a ŋ ⁴⁴	WET	251	6524	251	ⁿʈ a ŋ ¹	阴平.*阴平	⁴⁴	6524	
3286	Mien	WET	wet			d oː n ³³	WET	251	6524			阴平	³³	6524	
3287	KimMun	WET	wet			d oː n ³⁵	WET	251	6524	251	d ɔː n ¹	阴平.阳平.阴入.阳入	³⁵	6524	
3288	BiaoMin	WET	wet			ʔ u n ³¹	WET	251	6520			阳平.*阳平	³¹	6520	
3289	ZaoMin	WET	wet			d a n ⁴⁴	WET	251	6524			阴平.阳上.阴入.*阴平	⁴⁴	6524	
261	WhiteHmong	DRY	dry			qʰ u/w a ³⁴	DRY	778	1824	778	qʰ u/w a ³	阴上	³⁴	1824	
3266	EasternLuobuohe	DRY	dry			t ə ⁰/² + ⁿdʑ e ²⁴	_DRY dry	480	1825 1826			轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	120 1826	
3267	WesternLuobuohe	DRY	dry			t ə ⁰/² + ⁿdʑ e ³⁵	_DRY dry	480	1825 1826			轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	120 1826	
3268	SouthernGuizhouChuanqiandian	DRY	dry			h a ²³²	DRY	778	1828	778	h a ³ᵇ/³	阴上	²³²	1828	
3269	WesternXiangxi	DRY	dry			qʰ a ⁴⁴	DRY	778	1824	778	qʰ a ³	阴上.阴入.*阴平	⁴⁴	1824	
3270	NorthernQiandong	DRY	dry			ŋ a ¹³	DRY	778	1827			阴入.*阴去.*阳去	¹³	1827	
3271	WesternBaheng	DRY	dry			qʰ ei ³¹	DRY	778	1824	778	kʰ e ³	阴上	³¹	1824	
3272	EasternBaheng	DRY	dry			qʰ e ³¹³	DRY	778	1824	778	kʰ e ³	阴上.*阴上	³¹³	1824	
3273	Jiongnai	DRY	dry			ⁿkʰ ei ⁴⁴	DRY	778	1824	778	kʰ ei ³	阴平.*阴平	⁴⁴	1824	
3274	Mien	DRY	dry			g aːi ³³	DRY	778	1824			阴平	³³	1824	
3275	KimMun	DRY	dry			g aːi ¹¹	DRY	778	1824	778	k aːu ³	阴平.阳平.阴入.阳入	¹¹	1824	
3276	BiaoMin	DRY	dry			kʰ ɔ ³⁵	DRY	778	1824	778	kʰ ɔ ³	阴上	³⁵	1824	
3277	ZaoMin	DRY	dry			g oi ⁴⁴	DRY	778	1824			阴平.阳上.阴入.*阴平	⁴⁴	1824	
262	WhiteHmong	HOT	hot			k u ⁵⁵	HOT	738	3181	738	k u ¹	阴平	⁵⁵	3181	
3424	EasternLuobuohe	HOT	hot			k a ŋ ³¹	HOT	738	3181	738	k a ŋ ᴬ/¹	阴平.阳平.*阳平	³¹	3181	
3425	WesternLuobuohe	HOT	hot			q ɑ ŋ ³¹	HOT	738	3181	738	k a ŋ ᴬ/¹	阴平.阳平.阴入.阳入.*阳平	³¹	3181	
3426	SouthernGuizhouChuanqiandian	HOT	hot			s o ²³²	HOT	738	3180	0		阴上	²³²	3180	!remove!
3427	SouthernGuizhouChuanqiandian	HOT	hot			k o ŋ ³²	HOT	738	3181	738	k o ŋ ¹ᵃ/¹	阴平	³²	3181	
3428	WesternXiangxi	HOT	hot			ⁿtɕ e ⁵³	HOT	738	3183	738	c e ¹	*阴上.*阳上	⁵³	3183	
3429	NorthernQiandong	HOT	hot			kʰ i ³³	HOT	738	3181	738	kʰ i ¹	阴平.*阴平	³³	3181	
3430	WesternBaheng	HOT	hot			m ɔ ⁵³ + q a ŋ ³⁵	_hot HOT	738	3182 3181	738	k ɔ̃ ¹	阴入 阴平	⁵³ ³⁵	3182 3181	
3431	EasternBaheng	HOT	hot			ɕ o ³¹³	HOT	738	3180	738	k ɔ̃ ¹	阴上.*阴上	³¹³	3180	
3432	Jiongnai	HOT	hot			kʰ j a ŋ ⁴⁴	HOT	738	3181	738	kʰ j a ŋ ¹	阴平.*阴平	⁴⁴	3181	
3433	Mien	HOT	hot			k oː m ³³	HOT	738	3181	738	k ɔ m ¹	阴平	³³	3181	
3434	KimMun	HOT	hot			k j oː m ³⁵	HOT	738	3181	738	k j ɔː m ¹	阴平.阳平.阴入.阳入	³⁵	3181	
3435	BiaoMin	HOT	hot			b əi ²⁴	HOT	738	3179	738	k l œ n ¹	阴去.*阴去.*阳去	²⁴	3179	
3436	ZaoMin	HOT	hot			ts a m ⁴⁴	HOT	738	3181	738	ts a m ¹	阴平.阳上.阴入.*阴平	⁴⁴	3181	
263	WhiteHmong	COLD	cold			n o ³³	COLD	285	1237	285	n ɔ ⁵	阴去	³³	1237	
264	WhiteHmong	COLD	cold			ts i/j a ¹¹	COLD	0	1239	0		阴平.阴上.阳上.阴入	¹¹	1239	!remove!
3437	EasternLuobuohe	COLD	cold			q ɹ a ŋ ²⁴	COLD	352	1238			阴去.阳去.*阴去.*阳去	²⁴	1238	
3438	WesternLuobuohe	COLD	cold			q w ɑ ŋ ³⁵	COLD	352	1238			阴去.阳去.*阴去.*阳去	³⁵	1238	
3439	SouthernGuizhouChuanqiandian	COLD	cold			n ɔ ⁵⁵	COLD	285	1237	285	n ɔ ⁵ᵃ/⁵	阴去.*阴平	⁵⁵	1237	
3440	WesternXiangxi	COLD	cold			n o ŋ ⁵³	COLD	285	1237	285	n o ŋ ⁵	*阴上.*阳上	⁵³	1237	
3441	NorthernQiandong	COLD	cold			s ei ¹¹	COLD	285	1239			阳上	¹¹	1239	
3442	WesternBaheng	COLD	cold			ȵ a ŋ ⁵⁵	COLD	285	1237	285	ȵ ɔ̃ ⁵	阴去	⁵⁵	1237	
3443	EasternBaheng	COLD	cold			ȵ a ŋ ⁵⁵	COLD	285	1237	285	ȵ ɔ̃ ⁵	阴去.*阴平	⁵⁵	1237	
3444	Jiongnai	COLD	cold			n e ŋ ³⁵	COLD	285	1237	285	n ɐ ŋ ⁵	阴去.*阴去.*阳去	³⁵	1237	
3445	Mien	COLD	cold			n a m ²⁴	COLD	285	1237	285	n a m ⁵¹	阴去	²⁴	1237	
3446	KimMun	COLD	cold			n a m ⁵⁵	COLD	285	1237	285	n a m ⁵	阴上.阳上.阴入.阳入	⁵⁵	1237	
3447	BiaoMin	COLD	cold			t j ɔ ŋ ³⁵	COLD	285	1236	285	n a n ⁵	阴上	³⁵	1236	
3448	ZaoMin	COLD	cold			n a m ⁴²	COLD	285	1237	285	n a m ⁵	阴去.*阴上.*阳上	⁴²	1237	
265	WhiteHmong	CLEAN	clean			h u ³⁴	CLEAN	517	1153			阴上	³⁴	1153	
3533	EasternLuobuohe	CLEAN	clean			ⁿtsʰ e ³¹	CLEAN	517	1147	517	ˀʈʂʰ e ᴬ/¹	阴平.阳平.*阳平	³¹	1147	
3534	WesternLuobuohe	CLEAN	clean			ⁿtsʰ e ³¹	CLEAN	517	1147	517	ˀʈʂʰ e ᴬ/¹	阴平.阳平.阴入.阳入.*阳平	³¹	1147	
3535	SouthernGuizhouChuanqiandian	CLEAN	clean			ⁿts ei ²²	CLEAN	517	1147	517	ⁿʈs ei ¹ᵇ/¹	阴平	²²	1147	
3536	WesternXiangxi	CLEAN	clean			ⁿtsʰ a ³⁵	CLEAN	517	1147	517	ⁿtsʰ a ¹	阴平	³⁵	1147	
3537	NorthernQiandong	CLEAN	clean			sʰ a ³³ + ŋ a ¹³	CLEAN _clean	517	1147 1151	517	sʰ a ¹	阴平.*阴平 阴入.*阴去.*阳去	³³ ¹³	1147 1151	
3538	WesternBaheng	CLEAN	clean			s e ŋ ³¹ + kʰ e ŋ ⁵⁵	CLEAN _clean	517	1150 1152			阴上 阴去	³¹ ⁵⁵	1150 1152	
3539	EasternBaheng	CLEAN	clean			k e ⁵⁵ + tsʰ e ŋ ⁵⁵	_clean CLEAN	527	1149 1150			阴去.*阴平 阴去.*阴平	⁵⁵ ⁵⁵	1149 1150	
3540	Jiongnai	CLEAN	clean			θ ei ³³	CLEAN	517	1147	517	θ ei ¹	阳平	³³	1147	
3541	Mien	CLEAN	clean			dz i ŋ ²¹	CLEAN	527	1150	527	d a ŋ ⁶/¹³	阳去	²¹	1150	
3542	KimMun	CLEAN	clean			d a ŋ ⁴²	CLEAN	527	1150	527	dð a ŋ ⁶/¹³	阴去.阳去.阴入.阳入	⁴²	1150	
3543	BiaoMin	CLEAN	clean			s ɔ ²⁴ + l əi ³¹	CLEAN _clean	517	1147 1148			阴去.*阴去.*阳去 阳平.*阳平	²⁴ ³¹	1147 1148	
3544	ZaoMin	CLEAN	clean			l j a ŋ ⁵³ + l i ²²	clean _CLEAN	527	1154 1148			阳平.*阴去.*阳去 阳去.阳入	⁵³ ²²	1154 1148	
266	WhiteHmong	LAUGH	to laugh			l u/w a ³¹	LAUGH	751	3402	751	ʈ ɔ ⁷/³	阳平.阳上.阳去	³¹	3402	
4707	EasternLuobuohe	LAUGH	laugh (smile)			ʈ u ³³	LAUGH	751	3400	751	ʈʂ u ᴰ/⁴	阴入.阳入.*阴平	³³	3400	
4708	WesternLuobuohe	LAUGH	laugh (smile)			ʈ u ³¹	LAUGH	751	3400	751	ʈʂ u ᴰ/⁴	阴平.阳平.阴入.阳入.*阳平	³¹	3400	
4709	SouthernGuizhouChuanqiandian	LAUGH	laugh (smile)			ʂ o ⁴⁴	LAUGH	751	3401	751	ʂ o ⁷ᵃ/³	阴入	⁴⁴	3401	
4710	WesternXiangxi	LAUGH	laugh (smile)			ʈ o ⁴⁴	LAUGH	751	3400	751	ʈ o ⁷/³	阴上.阴入.*阴平	⁴⁴	3400	
